task,repo,commit_hash,docker_image,data_source,ability,has_problem,has_tests
pyramid:b4ea370131a9b28cd02db3c674d1b4fcdd7ce6d5,pyramid,b4ea370131a9b28cd02db3c674d1b4fcdd7ce6d5,namanjain12/pyramid_final:b4ea370131a9b28cd02db3c674d1b4fcdd7ce6d5,swe,swe,True,True
pyramid:b536bd9db1c435586c476c6d03e3d314979af3ab,pyramid,b536bd9db1c435586c476c6d03e3d314979af3ab,namanjain12/pyramid_final:b536bd9db1c435586c476c6d03e3d314979af3ab,swe,swe,True,True
pyramid:b6a4d40d8fa14915413ac337f4b71e203257ca85,pyramid,b6a4d40d8fa14915413ac337f4b71e203257ca85,namanjain12/pyramid_final:b6a4d40d8fa14915413ac337f4b71e203257ca85,swe,swe,True,True
pyramid:b6d007065132ad313a0777eb89a71b6fbdc4bcdf,pyramid,b6d007065132ad313a0777eb89a71b6fbdc4bcdf,namanjain12/pyramid_final:b6d007065132ad313a0777eb89a71b6fbdc4bcdf,swe,swe,True,True
pyramid:b6ffe51f16d2ea65f2313e99b24185f635a1bf64,pyramid,b6ffe51f16d2ea65f2313e99b24185f635a1bf64,namanjain12/pyramid_final:b6ffe51f16d2ea65f2313e99b24185f635a1bf64,swe,swe,True,True
pyramid:b8b896b748ba5d4fd9c6d46db0d6f192cab264f3,pyramid,b8b896b748ba5d4fd9c6d46db0d6f192cab264f3,namanjain12/pyramid_final:b8b896b748ba5d4fd9c6d46db0d6f192cab264f3,swe,swe,True,True
pyramid:b932a45f834ae6bdb5850a2c58d1317844b32914,pyramid,b932a45f834ae6bdb5850a2c58d1317844b32914,namanjain12/pyramid_final:b932a45f834ae6bdb5850a2c58d1317844b32914,swe,swe,True,True
pyramid:ba93133ee29ecacad04770af7dffc39f2b2d3aff,pyramid,ba93133ee29ecacad04770af7dffc39f2b2d3aff,namanjain12/pyramid_final:ba93133ee29ecacad04770af7dffc39f2b2d3aff,swe,swe,True,True
pyramid:bb9b72cf31a93479137ea7495c45bbfca7d1abb8,pyramid,bb9b72cf31a93479137ea7495c45bbfca7d1abb8,namanjain12/pyramid_final:bb9b72cf31a93479137ea7495c45bbfca7d1abb8,swe,swe,True,True
pyramid:bd17ff5e424ac25c60d197e3ba8cdb45b05a6a13,pyramid,bd17ff5e424ac25c60d197e3ba8cdb45b05a6a13,namanjain12/pyramid_final:bd17ff5e424ac25c60d197e3ba8cdb45b05a6a13,swe,swe,True,True
pyramid:bdce333dc4bc29f0a7927539c032ba08ae2d6c57,pyramid,bdce333dc4bc29f0a7927539c032ba08ae2d6c57,namanjain12/pyramid_final:bdce333dc4bc29f0a7927539c032ba08ae2d6c57,swe,swe,True,True
pyramid:bedd5f21f6f2c7660824cf901c24a31cad8f737d,pyramid,bedd5f21f6f2c7660824cf901c24a31cad8f737d,namanjain12/pyramid_final:bedd5f21f6f2c7660824cf901c24a31cad8f737d,swe,swe,True,True
pyramid:bff312df8c36ac3ef5389a89c7459b282f944f77,pyramid,bff312df8c36ac3ef5389a89c7459b282f944f77,namanjain12/pyramid_final:bff312df8c36ac3ef5389a89c7459b282f944f77,swe,swe,True,True
pyramid:bff4d2b605c92fe2e6282861429ffc8e24c53796,pyramid,bff4d2b605c92fe2e6282861429ffc8e24c53796,namanjain12/pyramid_final:bff4d2b605c92fe2e6282861429ffc8e24c53796,swe,swe,True,True
pyramid:c15fe7a1298be06fcb25c1377c8ae18f98bce1ff,pyramid,c15fe7a1298be06fcb25c1377c8ae18f98bce1ff,namanjain12/pyramid_final:c15fe7a1298be06fcb25c1377c8ae18f98bce1ff,swe,swe,True,True
pyramid:c231d8174e811eec5a3faeafa5aee60757c6d31f,pyramid,c231d8174e811eec5a3faeafa5aee60757c6d31f,namanjain12/pyramid_final:c231d8174e811eec5a3faeafa5aee60757c6d31f,swe,swe,True,True
pyramid:c3c83eb71ff3352cee754b404ad4d65ab02fa464,pyramid,c3c83eb71ff3352cee754b404ad4d65ab02fa464,namanjain12/pyramid_final:c3c83eb71ff3352cee754b404ad4d65ab02fa464,swe,swe,True,True
pyramid:c4cd124e05b54c675dde63889b1cce50dd57d7f1,pyramid,c4cd124e05b54c675dde63889b1cce50dd57d7f1,namanjain12/pyramid_final:c4cd124e05b54c675dde63889b1cce50dd57d7f1,swe,swe,True,True
pyramid:c51448e8b460a56b11794f9f1f75a7234e9d6a34,pyramid,c51448e8b460a56b11794f9f1f75a7234e9d6a34,namanjain12/pyramid_final:c51448e8b460a56b11794f9f1f75a7234e9d6a34,swe,swe,True,True
pyramid:c65b8506954a094f08a3191c76066a459c084a93,pyramid,c65b8506954a094f08a3191c76066a459c084a93,namanjain12/pyramid_final:c65b8506954a094f08a3191c76066a459c084a93,swe,swe,True,True
pyramid:c7bff5045ad928166695fb6bb8154443387e4184,pyramid,c7bff5045ad928166695fb6bb8154443387e4184,namanjain12/pyramid_final:c7bff5045ad928166695fb6bb8154443387e4184,swe,swe,True,True
pyramid:cb21ae04bbcc3612704fcc6e5792eb7eb395d059,pyramid,cb21ae04bbcc3612704fcc6e5792eb7eb395d059,namanjain12/pyramid_final:cb21ae04bbcc3612704fcc6e5792eb7eb395d059,swe,swe,True,True
pyramid:cbf686706bcc8e471977185a6b27678b924f4dc2,pyramid,cbf686706bcc8e471977185a6b27678b924f4dc2,namanjain12/pyramid_final:cbf686706bcc8e471977185a6b27678b924f4dc2,swe,swe,True,True
pyramid:cf026e2cd8704a679dd83760907d8847deabb18e,pyramid,cf026e2cd8704a679dd83760907d8847deabb18e,namanjain12/pyramid_final:cf026e2cd8704a679dd83760907d8847deabb18e,swe,swe,True,True
pyramid:cf46a12292cf15303d68d27c6ba4155ecc2b4586,pyramid,cf46a12292cf15303d68d27c6ba4155ecc2b4586,namanjain12/pyramid_final:cf46a12292cf15303d68d27c6ba4155ecc2b4586,swe,swe,True,True
pyramid:d24055e3ec0c09974f180a459143676ba457a32f,pyramid,d24055e3ec0c09974f180a459143676ba457a32f,namanjain12/pyramid_final:d24055e3ec0c09974f180a459143676ba457a32f,swe,swe,True,True
pyramid:d292b97587c19b4aa7fa0150a8b5ecc8d758b783,pyramid,d292b97587c19b4aa7fa0150a8b5ecc8d758b783,namanjain12/pyramid_final:d292b97587c19b4aa7fa0150a8b5ecc8d758b783,swe,swe,True,True
pyramid:d545eef5f5411c0236f04ead9e4e52d93d9a2451,pyramid,d545eef5f5411c0236f04ead9e4e52d93d9a2451,namanjain12/pyramid_final:d545eef5f5411c0236f04ead9e4e52d93d9a2451,swe,swe,True,True
pyramid:d699c9ace8028bf74e1c6c3ea085fdf9beeb2586,pyramid,d699c9ace8028bf74e1c6c3ea085fdf9beeb2586,namanjain12/pyramid_final:d699c9ace8028bf74e1c6c3ea085fdf9beeb2586,swe,swe,True,True
pyramid:d6ee2312b8e3b155452682d2400fac7c773d3a9e,pyramid,d6ee2312b8e3b155452682d2400fac7c773d3a9e,namanjain12/pyramid_final:d6ee2312b8e3b155452682d2400fac7c773d3a9e,swe,swe,True,True
pyramid:d6fb00161a4d482dcfff856ce59b9dc34f78c2b1,pyramid,d6fb00161a4d482dcfff856ce59b9dc34f78c2b1,namanjain12/pyramid_final:d6fb00161a4d482dcfff856ce59b9dc34f78c2b1,swe,swe,True,True
pyramid:d7337b1b9d6009d8e6da07162b9f4c403c3d0370,pyramid,d7337b1b9d6009d8e6da07162b9f4c403c3d0370,namanjain12/pyramid_final:d7337b1b9d6009d8e6da07162b9f4c403c3d0370,swe,swe,True,True
pyramid:dfa449126a8cb87c58e6e7519df5aecf252d5127,pyramid,dfa449126a8cb87c58e6e7519df5aecf252d5127,namanjain12/pyramid_final:dfa449126a8cb87c58e6e7519df5aecf252d5127,swe,swe,True,True
pyramid:dfce4e0eb19afaa450421b54c917c59ba49cf7f1,pyramid,dfce4e0eb19afaa450421b54c917c59ba49cf7f1,namanjain12/pyramid_final:dfce4e0eb19afaa450421b54c917c59ba49cf7f1,swe,swe,True,True
pyramid:e07af13b19b8fb00a393bb91b950b516cfca1cb6,pyramid,e07af13b19b8fb00a393bb91b950b516cfca1cb6,namanjain12/pyramid_final:e07af13b19b8fb00a393bb91b950b516cfca1cb6,swe,swe,True,True
pyramid:e094ab229eed6f8bf9e7a6a4d4406faefece41e4,pyramid,e094ab229eed6f8bf9e7a6a4d4406faefece41e4,namanjain12/pyramid_final:e094ab229eed6f8bf9e7a6a4d4406faefece41e4,swe,swe,True,True
pyramid:e18b5f5d6a2cd73d4df99433258146856960ac50,pyramid,e18b5f5d6a2cd73d4df99433258146856960ac50,namanjain12/pyramid_final:e18b5f5d6a2cd73d4df99433258146856960ac50,swe,swe,True,True
pyramid:e2519d64b3dd1f53555a184eb38b5138ea9bc2f6,pyramid,e2519d64b3dd1f53555a184eb38b5138ea9bc2f6,namanjain12/pyramid_final:e2519d64b3dd1f53555a184eb38b5138ea9bc2f6,swe,swe,True,True
pyramid:e492273d15e550e7d65f2f29b91fe193fc256f5f,pyramid,e492273d15e550e7d65f2f29b91fe193fc256f5f,namanjain12/pyramid_final:e492273d15e550e7d65f2f29b91fe193fc256f5f,swe,swe,True,True
pyramid:e5a0ca90d16ce78e05db71253720fa3082d8da2d,pyramid,e5a0ca90d16ce78e05db71253720fa3082d8da2d,namanjain12/pyramid_final:e5a0ca90d16ce78e05db71253720fa3082d8da2d,swe,swe,True,True
pyramid:e5bf80f65c1ad3c634ee1fa29735842ec0916afc,pyramid,e5bf80f65c1ad3c634ee1fa29735842ec0916afc,namanjain12/pyramid_final:e5bf80f65c1ad3c634ee1fa29735842ec0916afc,swe,swe,True,True
pyramid:e5c4da2f5e7e05614bd111bf4c272d7924d9f7eb,pyramid,e5c4da2f5e7e05614bd111bf4c272d7924d9f7eb,namanjain12/pyramid_final:e5c4da2f5e7e05614bd111bf4c272d7924d9f7eb,swe,swe,True,True
pyramid:e7745ac72ff5c5c499722a8cfcc589a77201fc9a,pyramid,e7745ac72ff5c5c499722a8cfcc589a77201fc9a,namanjain12/pyramid_final:e7745ac72ff5c5c499722a8cfcc589a77201fc9a,swe,swe,True,True
pyramid:e77b72dc3a0890911514ad8aab8c8bf26c4591d0,pyramid,e77b72dc3a0890911514ad8aab8c8bf26c4591d0,namanjain12/pyramid_final:e77b72dc3a0890911514ad8aab8c8bf26c4591d0,swe,swe,True,True
pyramid:e81e76ae9e0fd1c45ddb61a873d67cd6e2d9f643,pyramid,e81e76ae9e0fd1c45ddb61a873d67cd6e2d9f643,namanjain12/pyramid_final:e81e76ae9e0fd1c45ddb61a873d67cd6e2d9f643,swe,swe,True,True
pyramid:ea1f05799cab69881b0bef292033965abfdb16cb,pyramid,ea1f05799cab69881b0bef292033965abfdb16cb,namanjain12/pyramid_final:ea1f05799cab69881b0bef292033965abfdb16cb,swe,swe,True,True
pyramid:eac06005ac849b279b94149bbbf87d2aff802495,pyramid,eac06005ac849b279b94149bbbf87d2aff802495,namanjain12/pyramid_final:eac06005ac849b279b94149bbbf87d2aff802495,swe,swe,True,True
pyramid:ec1ec3f781409f6b0832c0ef11965484220b2c12,pyramid,ec1ec3f781409f6b0832c0ef11965484220b2c12,namanjain12/pyramid_final:ec1ec3f781409f6b0832c0ef11965484220b2c12,swe,swe,True,True
pyramid:f0a9dfba27012bcf84fccd445b0fcaa1bca32382,pyramid,f0a9dfba27012bcf84fccd445b0fcaa1bca32382,namanjain12/pyramid_final:f0a9dfba27012bcf84fccd445b0fcaa1bca32382,swe,swe,True,True
pyramid:f10d1e8f9e7a8d65218b9fb09efe3b6fa9511bdd,pyramid,f10d1e8f9e7a8d65218b9fb09efe3b6fa9511bdd,namanjain12/pyramid_final:f10d1e8f9e7a8d65218b9fb09efe3b6fa9511bdd,swe,swe,True,True
pyramid:f156e1fdffb95cef721848a5a20cd7ec02157f0f,pyramid,f156e1fdffb95cef721848a5a20cd7ec02157f0f,namanjain12/pyramid_final:f156e1fdffb95cef721848a5a20cd7ec02157f0f,swe,swe,True,True
pyramid:f194db1b3020e1c3610092f292c16a2f07219269,pyramid,f194db1b3020e1c3610092f292c16a2f07219269,namanjain12/pyramid_final:f194db1b3020e1c3610092f292c16a2f07219269,swe,swe,True,True
pyramid:f3bffdfc35a5ecbb45b5f63bdb08bdc41553b63d,pyramid,f3bffdfc35a5ecbb45b5f63bdb08bdc41553b63d,namanjain12/pyramid_final:f3bffdfc35a5ecbb45b5f63bdb08bdc41553b63d,swe,swe,True,True
pyramid:fbbb20c7953370c86f999e865b1a9d682690eb70,pyramid,fbbb20c7953370c86f999e865b1a9d682690eb70,namanjain12/pyramid_final:fbbb20c7953370c86f999e865b1a9d682690eb70,swe,swe,True,True
pyramid:fcb6cc082ea537b046df4b958f885f6a50b18d72,pyramid,fcb6cc082ea537b046df4b958f885f6a50b18d72,namanjain12/pyramid_final:fcb6cc082ea537b046df4b958f885f6a50b18d72,swe,swe,True,True
pyramid:fe8c0f5f2de669941015c222005be1b5e62e39ed,pyramid,fe8c0f5f2de669941015c222005be1b5e62e39ed,namanjain12/pyramid_final:fe8c0f5f2de669941015c222005be1b5e62e39ed,swe,swe,True,True
scrapy:00527fdcbe042ae5b3ea06e93e03a8a353d0524c,scrapy,00527fdcbe042ae5b3ea06e93e03a8a353d0524c,namanjain12/scrapy_final:00527fdcbe042ae5b3ea06e93e03a8a353d0524c,swe,swe,True,True
scrapy:00fe05e53611d5c61fb23cdd6674fd89c99fd69e,scrapy,00fe05e53611d5c61fb23cdd6674fd89c99fd69e,namanjain12/scrapy_final:00fe05e53611d5c61fb23cdd6674fd89c99fd69e,swe,swe,True,True
scrapy:0117c811c954fd3f25ed5c6dc05185c3ef3e18a1,scrapy,0117c811c954fd3f25ed5c6dc05185c3ef3e18a1,namanjain12/scrapy_final:0117c811c954fd3f25ed5c6dc05185c3ef3e18a1,swe,swe,True,True
scrapy:016c7e92d1d2893e7a8ce61c7f2e76818e71d019,scrapy,016c7e92d1d2893e7a8ce61c7f2e76818e71d019,namanjain12/scrapy_final:016c7e92d1d2893e7a8ce61c7f2e76818e71d019,swe,swe,True,True
scrapy:0344f57fefc0877bf9048a084002fc719335e31c,scrapy,0344f57fefc0877bf9048a084002fc719335e31c,namanjain12/scrapy_final:0344f57fefc0877bf9048a084002fc719335e31c,swe,swe,True,True
scrapy:061c63592a3678e059fdeb964e6878663698237b,scrapy,061c63592a3678e059fdeb964e6878663698237b,namanjain12/scrapy_final:061c63592a3678e059fdeb964e6878663698237b,swe,swe,True,True
scrapy:080fecd8900b6b1f94e8e143e90338279ba8d6e5,scrapy,080fecd8900b6b1f94e8e143e90338279ba8d6e5,namanjain12/scrapy_final:080fecd8900b6b1f94e8e143e90338279ba8d6e5,swe,swe,True,True
scrapy:094dde6fdb1b03351888e437828af5da03f46352,scrapy,094dde6fdb1b03351888e437828af5da03f46352,namanjain12/scrapy_final:094dde6fdb1b03351888e437828af5da03f46352,swe,swe,True,True
scrapy:0b9336418ef40ca95052ebbaa02f12953e165115,scrapy,0b9336418ef40ca95052ebbaa02f12953e165115,namanjain12/scrapy_final:0b9336418ef40ca95052ebbaa02f12953e165115,swe,swe,True,True
scrapy:0c50879568dee2363df5cbe25e9bdd7adaed5da4,scrapy,0c50879568dee2363df5cbe25e9bdd7adaed5da4,namanjain12/scrapy_final:0c50879568dee2363df5cbe25e9bdd7adaed5da4,swe,swe,True,True
scrapy:0d58af86971ba54bfc1feffa88fc564ffba650f4,scrapy,0d58af86971ba54bfc1feffa88fc564ffba650f4,namanjain12/scrapy_final:0d58af86971ba54bfc1feffa88fc564ffba650f4,swe,swe,True,True
scrapy:0e78acb65798a1eb4e55a472232e77d55e6c7cd5,scrapy,0e78acb65798a1eb4e55a472232e77d55e6c7cd5,namanjain12/scrapy_final:0e78acb65798a1eb4e55a472232e77d55e6c7cd5,swe,swe,True,True
scrapy:0e7ee1256c7fc98c88b7ccc143394635caa760fc,scrapy,0e7ee1256c7fc98c88b7ccc143394635caa760fc,namanjain12/scrapy_final:0e7ee1256c7fc98c88b7ccc143394635caa760fc,swe,swe,True,True
scrapy:0f2a5cdb8edb3d4d6ce542f13b5d7e5858905bae,scrapy,0f2a5cdb8edb3d4d6ce542f13b5d7e5858905bae,namanjain12/scrapy_final:0f2a5cdb8edb3d4d6ce542f13b5d7e5858905bae,swe,swe,True,True
scrapy:0fcb0554d10d28f33d5c53d964d5d8ebe91d6410,scrapy,0fcb0554d10d28f33d5c53d964d5d8ebe91d6410,namanjain12/scrapy_final:0fcb0554d10d28f33d5c53d964d5d8ebe91d6410,swe,swe,True,True
scrapy:129421c7e31b89b9b0f9c5f7d8ae59e47df36091,scrapy,129421c7e31b89b9b0f9c5f7d8ae59e47df36091,namanjain12/scrapy_final:129421c7e31b89b9b0f9c5f7d8ae59e47df36091,swe,swe,True,True
scrapy:12a26755ae601c9b3244a4a6b55d0e880fc21864,scrapy,12a26755ae601c9b3244a4a6b55d0e880fc21864,namanjain12/scrapy_final:12a26755ae601c9b3244a4a6b55d0e880fc21864,swe,swe,True,True
scrapy:13735bcf34b0caf60a52e95a907ef390324fdddc,scrapy,13735bcf34b0caf60a52e95a907ef390324fdddc,namanjain12/scrapy_final:13735bcf34b0caf60a52e95a907ef390324fdddc,swe,swe,True,True
scrapy:16dad81715d3970149c0cf7a318e73a0d84be1ff,scrapy,16dad81715d3970149c0cf7a318e73a0d84be1ff,namanjain12/scrapy_final:16dad81715d3970149c0cf7a318e73a0d84be1ff,swe,swe,True,True
scrapy:1718e450ef9549a4fc71b01dba1e6faf7a63238a,scrapy,1718e450ef9549a4fc71b01dba1e6faf7a63238a,namanjain12/scrapy_final:1718e450ef9549a4fc71b01dba1e6faf7a63238a,swe,swe,True,True
scrapy:1a1bc2c6b5230fdff516b38c2bee247baeb7c5b0,scrapy,1a1bc2c6b5230fdff516b38c2bee247baeb7c5b0,namanjain12/scrapy_final:1a1bc2c6b5230fdff516b38c2bee247baeb7c5b0,swe,swe,True,True
scrapy:1aec5200bc81493623f2a4e077b4e80e104e47d5,scrapy,1aec5200bc81493623f2a4e077b4e80e104e47d5,namanjain12/scrapy_final:1aec5200bc81493623f2a4e077b4e80e104e47d5,swe,swe,True,True
scrapy:1c0da1749d5250bbd82c2eb76fe26e49be13fb74,scrapy,1c0da1749d5250bbd82c2eb76fe26e49be13fb74,namanjain12/scrapy_final:1c0da1749d5250bbd82c2eb76fe26e49be13fb74,swe,swe,True,True
scrapy:1f59a69a971b615bd06ef0011f5fd476eeb4f962,scrapy,1f59a69a971b615bd06ef0011f5fd476eeb4f962,namanjain12/scrapy_final:1f59a69a971b615bd06ef0011f5fd476eeb4f962,swe,swe,True,True
scrapy:20c4f9f43a1016532d7c26857a4e71b246809d15,scrapy,20c4f9f43a1016532d7c26857a4e71b246809d15,namanjain12/scrapy_final:20c4f9f43a1016532d7c26857a4e71b246809d15,swe,swe,True,True
scrapy:214525c2c16cb527a00e31ce47d274266cb5d418,scrapy,214525c2c16cb527a00e31ce47d274266cb5d418,namanjain12/scrapy_final:214525c2c16cb527a00e31ce47d274266cb5d418,swe,swe,True,True
scrapy:24e82bfe75ad1a7b5ceb7a2840ecbae82d05268d,scrapy,24e82bfe75ad1a7b5ceb7a2840ecbae82d05268d,namanjain12/scrapy_final:24e82bfe75ad1a7b5ceb7a2840ecbae82d05268d,swe,swe,True,True
scrapy:250da28952a2f2f6e91bfe03368a4ae8b288fadb,scrapy,250da28952a2f2f6e91bfe03368a4ae8b288fadb,namanjain12/scrapy_final:250da28952a2f2f6e91bfe03368a4ae8b288fadb,swe,swe,True,True
scrapy:25bd3b3fea444f9f20b089436f94c4c91d37c05e,scrapy,25bd3b3fea444f9f20b089436f94c4c91d37c05e,namanjain12/scrapy_final:25bd3b3fea444f9f20b089436f94c4c91d37c05e,swe,swe,True,True
scrapy:25c56159b86288311630cc0cf6db9d755aeeff1e,scrapy,25c56159b86288311630cc0cf6db9d755aeeff1e,namanjain12/scrapy_final:25c56159b86288311630cc0cf6db9d755aeeff1e,swe,swe,True,True
scrapy:25cd7ac7abdd328c0acdf27e800a2b04c5ea2c6d,scrapy,25cd7ac7abdd328c0acdf27e800a2b04c5ea2c6d,namanjain12/scrapy_final:25cd7ac7abdd328c0acdf27e800a2b04c5ea2c6d,swe,swe,True,True
scrapy:2629997a2f620c54ab5b052947a0132a52042984,scrapy,2629997a2f620c54ab5b052947a0132a52042984,namanjain12/scrapy_final:2629997a2f620c54ab5b052947a0132a52042984,swe,swe,True,True
scrapy:2a7dc31f4cab7b13aacb632bdc78c50af754e76f,scrapy,2a7dc31f4cab7b13aacb632bdc78c50af754e76f,namanjain12/scrapy_final:2a7dc31f4cab7b13aacb632bdc78c50af754e76f,swe,swe,True,True
scrapy:2c65066ad9e293630da2c594af06ad483abe800d,scrapy,2c65066ad9e293630da2c594af06ad483abe800d,namanjain12/scrapy_final:2c65066ad9e293630da2c594af06ad483abe800d,swe,swe,True,True
scrapy:2c9a38d1f54a12c33d7c9a19e021c840c4a32dee,scrapy,2c9a38d1f54a12c33d7c9a19e021c840c4a32dee,namanjain12/scrapy_final:2c9a38d1f54a12c33d7c9a19e021c840c4a32dee,swe,swe,True,True
scrapy:2dfdde3c79a5be468302a1e825cc5ad77444a8ac,scrapy,2dfdde3c79a5be468302a1e825cc5ad77444a8ac,namanjain12/scrapy_final:2dfdde3c79a5be468302a1e825cc5ad77444a8ac,swe,swe,True,True
scrapy:2f2c2e809652debe155d82be6429441e0fad1cbe,scrapy,2f2c2e809652debe155d82be6429441e0fad1cbe,namanjain12/scrapy_final:2f2c2e809652debe155d82be6429441e0fad1cbe,swe,swe,True,True
scrapy:2fd8b7c28c255148f6d7320cb97292ab2d569eff,scrapy,2fd8b7c28c255148f6d7320cb97292ab2d569eff,namanjain12/scrapy_final:2fd8b7c28c255148f6d7320cb97292ab2d569eff,swe,swe,True,True
scrapy:30c0dc7ac552ec73f25836562ac2dbb913ef34a6,scrapy,30c0dc7ac552ec73f25836562ac2dbb913ef34a6,namanjain12/scrapy_final:30c0dc7ac552ec73f25836562ac2dbb913ef34a6,swe,swe,True,True
scrapy:30fb54f47e0c130010db53c6e5f9b668e1e41a86,scrapy,30fb54f47e0c130010db53c6e5f9b668e1e41a86,namanjain12/scrapy_final:30fb54f47e0c130010db53c6e5f9b668e1e41a86,swe,swe,True,True
scrapy:311293ffdc63892bd5ab8494310529a6da0f5b62,scrapy,311293ffdc63892bd5ab8494310529a6da0f5b62,namanjain12/scrapy_final:311293ffdc63892bd5ab8494310529a6da0f5b62,swe,swe,True,True
scrapy:3318971512fd0314ffd6053b68e4aef2142c1a80,scrapy,3318971512fd0314ffd6053b68e4aef2142c1a80,namanjain12/scrapy_final:3318971512fd0314ffd6053b68e4aef2142c1a80,swe,swe,True,True
scrapy:394b991e3a0891def90473350cff7f61a8532d5e,scrapy,394b991e3a0891def90473350cff7f61a8532d5e,namanjain12/scrapy_final:394b991e3a0891def90473350cff7f61a8532d5e,swe,swe,True,True
scrapy:3a763f7ba709d5309cf46ed35925a01d495a556d,scrapy,3a763f7ba709d5309cf46ed35925a01d495a556d,namanjain12/scrapy_final:3a763f7ba709d5309cf46ed35925a01d495a556d,swe,swe,True,True
scrapy:3d4fe60e4780467fc682802e0de39e57578993ec,scrapy,3d4fe60e4780467fc682802e0de39e57578993ec,namanjain12/scrapy_final:3d4fe60e4780467fc682802e0de39e57578993ec,swe,swe,True,True
scrapy:3daf473686aab89aa03ebd0ebc59a73b4b6e00f1,scrapy,3daf473686aab89aa03ebd0ebc59a73b4b6e00f1,namanjain12/scrapy_final:3daf473686aab89aa03ebd0ebc59a73b4b6e00f1,swe,swe,True,True
scrapy:3f76853bd27d84f53ebaaa97cb819e8a29195a89,scrapy,3f76853bd27d84f53ebaaa97cb819e8a29195a89,namanjain12/scrapy_final:3f76853bd27d84f53ebaaa97cb819e8a29195a89,swe,swe,True,True
scrapy:3fda2fe103dafa8d4d48b21c63b2321ccec9c378,scrapy,3fda2fe103dafa8d4d48b21c63b2321ccec9c378,namanjain12/scrapy_final:3fda2fe103dafa8d4d48b21c63b2321ccec9c378,swe,swe,True,True
scrapy:407349865279795387b9ff84afb9011e2303bb9d,scrapy,407349865279795387b9ff84afb9011e2303bb9d,namanjain12/scrapy_final:407349865279795387b9ff84afb9011e2303bb9d,swe,swe,True,True
scrapy:439a3e59b8e858441f8d97dbc32f398db392330d,scrapy,439a3e59b8e858441f8d97dbc32f398db392330d,namanjain12/scrapy_final:439a3e59b8e858441f8d97dbc32f398db392330d,swe,swe,True,True
scrapy:44bc4c06ffe2e3ea29250015036a066be7a7b5f1,scrapy,44bc4c06ffe2e3ea29250015036a066be7a7b5f1,namanjain12/scrapy_final:44bc4c06ffe2e3ea29250015036a066be7a7b5f1,swe,swe,True,True
scrapy:457b97c13ccf9a84f3dc7800c180cf059822c09a,scrapy,457b97c13ccf9a84f3dc7800c180cf059822c09a,namanjain12/scrapy_final:457b97c13ccf9a84f3dc7800c180cf059822c09a,swe,swe,True,True
scrapy:461682fc3dca72d9a34ddc22ad1896787c9dc518,scrapy,461682fc3dca72d9a34ddc22ad1896787c9dc518,namanjain12/scrapy_final:461682fc3dca72d9a34ddc22ad1896787c9dc518,swe,swe,True,True
scrapy:469e8a23f819b51781ed95c7d103f2a1b704c062,scrapy,469e8a23f819b51781ed95c7d103f2a1b704c062,namanjain12/scrapy_final:469e8a23f819b51781ed95c7d103f2a1b704c062,swe,swe,True,True
scrapy:471281d29e5c7b8e293f59ac3c3330ecda687d19,scrapy,471281d29e5c7b8e293f59ac3c3330ecda687d19,namanjain12/scrapy_final:471281d29e5c7b8e293f59ac3c3330ecda687d19,swe,swe,True,True
scrapy:489c76b83ef8bccd04f113964a346951f3cff1f4,scrapy,489c76b83ef8bccd04f113964a346951f3cff1f4,namanjain12/scrapy_final:489c76b83ef8bccd04f113964a346951f3cff1f4,swe,swe,True,True
scrapy:48c5a8c98f545e35708a580e724d0b8e1ada5e6e,scrapy,48c5a8c98f545e35708a580e724d0b8e1ada5e6e,namanjain12/scrapy_final:48c5a8c98f545e35708a580e724d0b8e1ada5e6e,swe,swe,True,True
scrapy:4bda0976b28917405f54c781afda5ea55b65b16b,scrapy,4bda0976b28917405f54c781afda5ea55b65b16b,namanjain12/scrapy_final:4bda0976b28917405f54c781afda5ea55b65b16b,swe,swe,True,True
scrapy:4d1c5c3d32591c37e37f879f0e77e50db7124603,scrapy,4d1c5c3d32591c37e37f879f0e77e50db7124603,namanjain12/scrapy_final:4d1c5c3d32591c37e37f879f0e77e50db7124603,swe,swe,True,True
scrapy:4e2b7207ecbfeb282e297e7625368a2e35d4e4fb,scrapy,4e2b7207ecbfeb282e297e7625368a2e35d4e4fb,namanjain12/scrapy_final:4e2b7207ecbfeb282e297e7625368a2e35d4e4fb,swe,swe,True,True
scrapy:4e765acaed7a914630ee5320fa6f6523890a2b9d,scrapy,4e765acaed7a914630ee5320fa6f6523890a2b9d,namanjain12/scrapy_final:4e765acaed7a914630ee5320fa6f6523890a2b9d,swe,swe,True,True
scrapy:4f72b49f975a406784779dc19ede31364f92235f,scrapy,4f72b49f975a406784779dc19ede31364f92235f,namanjain12/scrapy_final:4f72b49f975a406784779dc19ede31364f92235f,swe,swe,True,True
scrapy:51767655895f7b893be4c91df37a360f8285f056,scrapy,51767655895f7b893be4c91df37a360f8285f056,namanjain12/scrapy_final:51767655895f7b893be4c91df37a360f8285f056,swe,swe,True,True
scrapy:518e56046e45d38c505db9e2bc00677ad08ac58c,scrapy,518e56046e45d38c505db9e2bc00677ad08ac58c,namanjain12/scrapy_final:518e56046e45d38c505db9e2bc00677ad08ac58c,swe,swe,True,True
