task,repo,n,npass,pass_rate,n_steps,first_step,last_step,mean_step,first_solved_step,early_pass_rate,late_pass_rate,bucket,dynamics,pass_by_step
pyramid:855fe374108779e82530da74f1c0fd21ab9033b3,pyramid,24,18,0.75,3,47,173,109.7,47,0.75,0.75,easy,steady,47:6/8;109:7/8;173:5/8
pyramid:d6fb00161a4d482dcfff856ce59b9dc34f78c2b1,pyramid,16,12,0.75,2,57,119,88.0,57,0.625,0.875,easy,steady,57:5/8;119:7/8
pyramid:ea1f05799cab69881b0bef292033965abfdb16cb,pyramid,24,18,0.75,3,41,166,103.0,41,0.75,0.75,easy,steady,41:6/8;102:7/8;166:5/8
pyramid:fcb6cc082ea537b046df4b958f885f6a50b18d72,pyramid,16,12,0.75,2,57,119,88.0,57,0.75,0.75,easy,steady,57:6/8;119:6/8
pyramid:fe8c0f5f2de669941015c222005be1b5e62e39ed,pyramid,24,18,0.75,3,14,139,76.3,14,0.5,0.875,easy,steady,14:4/8;76:7/8;139:7/8
pyramid:aae62a0ba0d4709b50fd5f2e0be86fd91080d014,pyramid,24,19,0.7917,3,32,157,94.0,32,0.875,0.75,easy,steady,32:7/8;93:6/8;157:6/8
pyramid:afa8a7457384aeb2c621b65f3acccce1ec28c3b9,pyramid,24,19,0.7917,3,29,154,91.7,29,0.625,0.875,easy,steady,29:5/8;92:6/8;154:8/8
pyramid:bff4d2b605c92fe2e6282861429ffc8e24c53796,pyramid,24,19,0.7917,3,20,146,83.3,20,0.75,0.8125,easy,steady,20:6/8;84:6/8;146:7/8
pyramid:dfce4e0eb19afaa450421b54c917c59ba49cf7f1,pyramid,24,19,0.7917,3,21,147,84.0,21,0.375,1.0,easy,steady,21:3/8;84:8/8;147:8/8
pyramid:e07af13b19b8fb00a393bb91b950b516cfca1cb6,pyramid,24,19,0.7917,3,30,155,92.3,30,0.75,0.8125,easy,steady,30:6/8;92:6/8;155:7/8
pyramid:e5a0ca90d16ce78e05db71253720fa3082d8da2d,pyramid,24,19,0.7917,3,41,166,103.0,41,0.875,0.75,easy,steady,41:7/8;102:6/8;166:6/8
pyramid:050b71c19081d95c1fb8ed57a87fab7fa4dd3ab0,pyramid,24,20,0.8333,3,7,132,69.7,7,0.875,0.8125,easy,steady,7:7/8;70:7/8;132:6/8
pyramid:21d5beaed1641e1f50ab1ab3c481b1c8f3ad1173,pyramid,24,20,0.8333,3,11,136,73.7,11,0.625,0.9375,easy,steady,11:5/8;74:7/8;136:8/8
pyramid:678f49d2e08b128785e32ed6fc9e12df4713ad7c,pyramid,24,20,0.8333,3,40,165,102.3,40,0.625,0.9375,easy,steady,40:5/8;102:8/8;165:7/8
pyramid:7936210eb8f6da693fcab9ed04dfed277874eeb0,pyramid,24,20,0.8333,3,23,149,86.0,23,0.5,1.0,easy,steady,23:4/8;86:8/8;149:8/8
pyramid:95e97113b3fe108a1dbf908ae6716b89e786c91d,pyramid,24,20,0.8333,3,4,129,66.7,4,0.5,1.0,easy,steady,4:4/8;67:8/8;129:8/8
pyramid:171c2dca2776e9b9642bcf8b0d4a30ba97ab5724,pyramid,24,21,0.875,3,48,174,110.7,48,0.875,0.875,easy,steady,48:7/8;110:8/8;174:6/8
pyramid:48a04855ad4f1f1ae6af934090f35a4ad035ed67,pyramid,16,14,0.875,2,59,121,90.0,59,1.0,0.75,easy,steady,59:8/8;121:6/8
pyramid:b2c23953cc5142238879e0075c065f31a268a770,pyramid,16,14,0.875,2,48,174,111.0,48,0.875,0.875,easy,steady,48:7/8;174:7/8
pyramid:c4cd124e05b54c675dde63889b1cce50dd57d7f1,pyramid,8,7,0.875,1,98,98,98.0,98,0.875,0.875,easy,steady,98:7/8
pyramid:13b3034d5f180fb34706871ec74ddf841c34992d,pyramid,24,22,0.9167,3,15,140,77.3,15,0.875,0.9375,easy,steady,15:7/8;77:8/8;140:7/8
pyramid:64b65d11bc414ca91cf266a888445a3cedb65efd,pyramid,24,22,0.9167,3,43,168,105.3,43,1.0,0.875,easy,steady,43:8/8;105:7/8;168:7/8
pyramid:a9289d95036eb23e973815e529d3db3fea235046,pyramid,24,22,0.9167,3,26,153,89.3,26,0.75,1.0,easy,steady,26:6/8;89:8/8;153:8/8
pyramid:af5fa07ca2fcc48ab357c0db4e1301bb960addca,pyramid,24,22,0.9167,3,52,178,114.3,52,0.75,1.0,easy,steady,52:6/8;113:8/8;178:8/8
pyramid:d699c9ace8028bf74e1c6c3ea085fdf9beeb2586,pyramid,24,22,0.9167,3,2,128,65.3,2,0.75,1.0,easy,steady,2:6/8;66:8/8;128:8/8
pyramid:693cb098a7bc8fbff5fb97c1ac031d0b6e397060,pyramid,16,15,0.9375,2,49,175,112.0,49,0.875,1.0,easy,steady,49:7/8;175:8/8
pyramid:7c96246eb6e14f5cd9414ddd61de089fe1f073d1,pyramid,16,15,0.9375,2,59,120,89.5,59,0.875,1.0,easy,steady,59:7/8;120:8/8
pyramid:8f22d846af8faba71a2e20e0fb9da52ec4ec5a5e,pyramid,16,15,0.9375,2,49,175,112.0,49,0.875,1.0,easy,steady,49:7/8;175:8/8
pyramid:d7337b1b9d6009d8e6da07162b9f4c403c3d0370,pyramid,16,15,0.9375,2,78,141,109.5,78,1.0,0.875,easy,steady,78:8/8;141:7/8
pyramid:39f91d2c2f334eed78d294549a8c654da0a035e4,pyramid,24,23,0.9583,3,51,177,113.7,51,1.0,0.9375,easy,steady,51:8/8;113:7/8;177:8/8
pyramid:40d71e805bfcf8522c6af71995c05c496f1c4b4f,pyramid,24,23,0.9583,3,1,126,64.0,1,0.875,1.0,easy,steady,1:7/8;65:8/8;126:8/8
pyramid:462af266b61e0b8aad87775926b49e8758f564e7,pyramid,24,23,0.9583,3,8,133,70.7,8,0.875,1.0,easy,steady,8:7/8;71:8/8;133:8/8
pyramid:804c27a1c7fe4fb50224e5d5be163c6f894b990a,pyramid,24,23,0.9583,3,35,160,97.0,35,0.875,1.0,easy,steady,35:7/8;96:8/8;160:8/8
pyramid:88bbd46c9a5fab52548f26fe4655a89c00332ad5,pyramid,24,23,0.9583,3,24,150,87.0,24,0.875,1.0,easy,steady,24:7/8;87:8/8;150:8/8
pyramid:88fcdc4e6a48f2646488565fbafd050f8e298ffa,pyramid,24,23,0.9583,3,7,132,70.0,7,1.0,0.9375,easy,steady,7:8/8;71:7/8;132:8/8
pyramid:d545eef5f5411c0236f04ead9e4e52d93d9a2451,pyramid,24,23,0.9583,3,49,175,111.7,49,0.875,1.0,easy,steady,49:7/8;111:8/8;175:8/8
pyramid:0805d22ed951752a56d96e13384065bfafa2a315,pyramid,24,24,1.0,3,5,129,67.0,5,1.0,1.0,trivial,steady,5:8/8;67:8/8;129:8/8
pyramid:0d97ad3693c96215ee488f5c881847b812857aef,pyramid,24,24,1.0,3,42,167,104.0,42,1.0,1.0,trivial,steady,42:8/8;103:8/8;167:8/8
pyramid:1281a5ccffdbf5a5f22da1a38c4c82075ff0505c,pyramid,24,24,1.0,3,40,165,102.3,40,1.0,1.0,trivial,steady,40:8/8;102:8/8;165:8/8
pyramid:15afe5e7fb5dafa570faf055eb4b4a4518349409,pyramid,24,24,1.0,3,12,137,74.7,12,1.0,1.0,trivial,steady,12:8/8;75:8/8;137:8/8
pyramid:1814cda1f5ec85c24651bfd29645e4057ae5200e,pyramid,24,24,1.0,3,36,161,98.3,36,1.0,1.0,trivial,steady,36:8/8;98:8/8;161:8/8
pyramid:1bd3157143c7ae6e0a35fa07e4f0888ddd347ab5,pyramid,16,16,1.0,2,31,156,93.5,31,1.0,1.0,trivial,steady,31:8/8;156:8/8
pyramid:26694a797b907d41dfcd71d154251decceed74f9,pyramid,24,24,1.0,3,44,169,106.0,44,1.0,1.0,trivial,steady,44:8/8;105:8/8;169:8/8
pyramid:3063246aa418ae2008adb48ab9e5090a88be42d4,pyramid,16,16,1.0,2,5,67,36.0,5,1.0,1.0,trivial,steady,5:8/8;67:8/8
pyramid:3c95b1af3661618490e6a3789fd80755924e7d18,pyramid,24,24,1.0,3,38,163,100.0,38,1.0,1.0,trivial,steady,38:8/8;99:8/8;163:8/8
pyramid:3fce167f6378cf8eabafdcc3f6c7fa2f7225c9e2,pyramid,24,24,1.0,3,15,141,78.0,15,1.0,1.0,trivial,steady,15:8/8;78:8/8;141:8/8
pyramid:5488da0d165468199f0d07a2ca579b86617fad72,pyramid,24,24,1.0,3,50,176,112.3,50,1.0,1.0,trivial,steady,50:8/8;111:8/8;176:8/8
pyramid:5507b82bcf5e1b9d59216e72ea71a026b72cd255,pyramid,16,16,1.0,2,5,67,36.0,5,1.0,1.0,trivial,steady,5:8/8;67:8/8
pyramid:5da7f5b0514e4753a6f6192d27bb237a4c338b9f,pyramid,24,24,1.0,3,36,161,98.0,36,1.0,1.0,trivial,steady,36:8/8;97:8/8;161:8/8
pyramid:76144dfae72a0a6d2bd33a414deb296937e90e49,pyramid,16,16,1.0,2,36,161,98.5,36,1.0,1.0,trivial,steady,36:8/8;161:8/8
pyramid:7b58c0f003107aba5fde6cde57f13491d5248c76,pyramid,16,16,1.0,2,64,125,94.5,64,1.0,1.0,trivial,steady,64:8/8;125:8/8
pyramid:7bd9da72c63124c7ca007f4fa2113633bba5c403,pyramid,16,16,1.0,2,56,118,87.0,56,1.0,1.0,trivial,steady,56:8/8;118:8/8
pyramid:b4ea370131a9b28cd02db3c674d1b4fcdd7ce6d5,pyramid,8,8,1.0,1,97,97,97.0,97,1.0,1.0,trivial,steady,97:8/8
pyramid:d24055e3ec0c09974f180a459143676ba457a32f,pyramid,8,8,1.0,1,122,122,122.0,122,1.0,1.0,trivial,steady,122:8/8
pyramid:dfa449126a8cb87c58e6e7519df5aecf252d5127,pyramid,16,16,1.0,2,56,118,87.0,56,1.0,1.0,trivial,steady,56:8/8;118:8/8
pyramid:e77b72dc3a0890911514ad8aab8c8bf26c4591d0,pyramid,16,16,1.0,2,79,141,110.0,79,1.0,1.0,trivial,steady,79:8/8;141:8/8
pyramid:eac06005ac849b279b94149bbbf87d2aff802495,pyramid,16,16,1.0,2,64,125,94.5,64,1.0,1.0,trivial,steady,64:8/8;125:8/8
scrapy:00527fdcbe042ae5b3ea06e93e03a8a353d0524c,scrapy,24,0,0.0,3,29,154,91.7,-1,0.0,0.0,dead_hard,never_solved,29:0/8;92:0/8;154:0/8
scrapy:061c63592a3678e059fdeb964e6878663698237b,scrapy,24,0,0.0,3,20,146,83.3,-1,0.0,0.0,dead_hard,never_solved,20:0/8;84:0/8;146:0/8
scrapy:094dde6fdb1b03351888e437828af5da03f46352,scrapy,8,0,0.0,1,161,161,161.0,-1,0.0,0.0,dead_hard,never_solved,161:0/8
scrapy:0b9336418ef40ca95052ebbaa02f12953e165115,scrapy,16,0,0.0,2,97,161,129.0,-1,0.0,0.0,dead_hard,never_solved,97:0/8;161:0/8
scrapy:0d58af86971ba54bfc1feffa88fc564ffba650f4,scrapy,24,0,0.0,3,4,129,66.7,-1,0.0,0.0,dead_hard,never_solved,4:0/8;67:0/8;129:0/8
scrapy:0e78acb65798a1eb4e55a472232e77d55e6c7cd5,scrapy,24,0,0.0,3,54,180,116.3,-1,0.0,0.0,dead_hard,never_solved,54:0/8;115:0/8;180:0/8
scrapy:0e7ee1256c7fc98c88b7ccc143394635caa760fc,scrapy,24,0,0.0,3,20,146,83.3,-1,0.0,0.0,dead_hard,never_solved,20:0/8;84:0/8;146:0/8
scrapy:13735bcf34b0caf60a52e95a907ef390324fdddc,scrapy,24,0,0.0,3,10,135,72.7,-1,0.0,0.0,dead_hard,never_solved,10:0/8;73:0/8;135:0/8
scrapy:1718e450ef9549a4fc71b01dba1e6faf7a63238a,scrapy,24,0,0.0,3,1,126,64.0,-1,0.0,0.0,dead_hard,never_solved,1:0/8;65:0/8;126:0/8
scrapy:20c4f9f43a1016532d7c26857a4e71b246809d15,scrapy,24,0,0.0,3,34,159,96.3,-1,0.0,0.0,dead_hard,never_solved,34:0/8;96:0/8;159:0/8
scrapy:214525c2c16cb527a00e31ce47d274266cb5d418,scrapy,24,0,0.0,3,1,126,64.0,-1,0.0,0.0,dead_hard,never_solved,1:0/8;65:0/8;126:0/8
scrapy:250da28952a2f2f6e91bfe03368a4ae8b288fadb,scrapy,16,0,0.0,2,58,120,89.0,-1,0.0,0.0,dead_hard,never_solved,58:0/8;120:0/8
scrapy:2c9a38d1f54a12c33d7c9a19e021c840c4a32dee,scrapy,24,0,0.0,3,7,132,69.7,-1,0.0,0.0,dead_hard,never_solved,7:0/8;70:0/8;132:0/8
scrapy:311293ffdc63892bd5ab8494310529a6da0f5b62,scrapy,24,0,0.0,3,40,165,102.0,-1,0.0,0.0,dead_hard,never_solved,40:0/8;101:0/8;165:0/8
scrapy:394b991e3a0891def90473350cff7f61a8532d5e,scrapy,24,0,0.0,3,37,162,99.3,-1,0.0,0.0,dead_hard,never_solved,37:0/8;99:0/8;162:0/8
scrapy:469e8a23f819b51781ed95c7d103f2a1b704c062,scrapy,24,0,0.0,3,45,170,107.0,-1,0.0,0.0,dead_hard,never_solved,45:0/8;106:0/8;170:0/8
scrapy:4e765acaed7a914630ee5320fa6f6523890a2b9d,scrapy,24,0,0.0,3,37,162,99.0,-1,0.0,0.0,dead_hard,never_solved,37:0/8;98:0/8;162:0/8
scrapy:4f72b49f975a406784779dc19ede31364f92235f,scrapy,16,0,0.0,2,116,181,148.5,-1,0.0,0.0,dead_hard,never_solved,116:0/8;181:0/8
scrapy:518e56046e45d38c505db9e2bc00677ad08ac58c,scrapy,24,0,0.0,3,23,149,86.0,-1,0.0,0.0,dead_hard,never_solved,23:0/8;86:0/8;149:0/8
scrapy:526aa07f44ab30e128ffb42d12143e4aac9c899e,scrapy,24,0,0.0,3,18,144,81.3,-1,0.0,0.0,dead_hard,never_solved,18:0/8;82:0/8;144:0/8
scrapy:5ad64204ac0c477246331e9db72024fb37b569bc,scrapy,24,0,0.0,3,23,149,86.0,-1,0.0,0.0,dead_hard,never_solved,23:0/8;86:0/8;149:0/8
scrapy:5e51417a485f296354e9639f85fb0b51a4a3e533,scrapy,24,0,0.0,3,52,178,114.7,-1,0.0,0.0,dead_hard,never_solved,52:0/8;114:0/8;178:0/8
scrapy:611249bb7f3a7bb5a92a67d90d6c97f17494768f,scrapy,16,0,0.0,2,109,172,140.5,-1,0.0,0.0,dead_hard,never_solved,109:0/8;172:0/8
scrapy:6320b743cff305132861ce2d7701701471891167,scrapy,16,0,0.0,2,11,136,73.5,-1,0.0,0.0,dead_hard,never_solved,11:0/8;136:0/8
scrapy:643dbeffcf6951991fdeed0069690c55684e66ff,scrapy,16,0,0.0,2,57,119,88.0,-1,0.0,0.0,dead_hard,never_solved,57:0/8;119:0/8
scrapy:6c3970e6722191b642fd99c6c1bfed0d93010cab,scrapy,24,0,0.0,3,42,167,104.3,-1,0.0,0.0,dead_hard,never_solved,42:0/8;104:0/8;167:0/8
scrapy:6d9ed6146deb386f193af781424dcf053e709c40,scrapy,24,0,0.0,3,29,154,91.3,-1,0.0,0.0,dead_hard,never_solved,29:0/8;91:0/8;154:0/8
scrapy:721df895f9ea9d8073c13fbd2f75a6fbdc75ffc7,scrapy,24,0,0.0,3,29,154,91.3,-1,0.0,0.0,dead_hard,never_solved,29:0/8;91:0/8;154:0/8
scrapy:768f3155e57ed54419f0c137fc066a95197d1b46,scrapy,24,0,0.0,3,39,164,101.3,-1,0.0,0.0,dead_hard,never_solved,39:0/8;101:0/8;164:0/8
scrapy:782f866572d8bf8b1673ea962ae57d7631d1d9de,scrapy,8,0,0.0,1,117,117,117.0,-1,0.0,0.0,dead_hard,never_solved,117:0/8
scrapy:7874bb9f13cc4ec797925adc99bf58742071ed6c,scrapy,16,0,0.0,2,68,130,99.0,-1,0.0,0.0,dead_hard,never_solved,68:0/8;130:0/8
scrapy:7a51d370f3a59bcfe118f3ba079c5ea6eda5af75,scrapy,24,0,0.0,3,30,155,92.3,-1,0.0,0.0,dead_hard,never_solved,30:0/8;92:0/8;155:0/8
scrapy:7f927f68e1d3eae71550a48c5484099ca7dd9ce1,scrapy,24,0,0.0,3,22,148,85.0,-1,0.0,0.0,dead_hard,never_solved,22:0/8;85:0/8;148:0/8
scrapy:8307c1212f48c83faf1f331f0bcafb439dbeb89c,scrapy,16,0,0.0,2,79,142,110.5,-1,0.0,0.0,dead_hard,never_solved,79:0/8;142:0/8
scrapy:90b8503789f74ce2600a39aa06812f95c9c7e77b,scrapy,24,0,0.0,3,15,140,77.3,-1,0.0,0.0,dead_hard,never_solved,15:0/8;77:0/8;140:0/8
scrapy:91991e0bdcb9342813523bf393c3ed61c3a12def,scrapy,24,0,0.0,3,3,128,66.0,-1,0.0,0.0,dead_hard,never_solved,3:0/8;67:0/8;128:0/8
scrapy:97061193368560220b0c9502eb4ad1805c5a5de5,scrapy,24,0,0.0,3,33,158,95.0,-1,0.0,0.0,dead_hard,never_solved,33:0/8;94:0/8;158:0/8
scrapy:9aec7856b009f0732fa82ae80dd0cc7ef3931fa1,scrapy,24,0,0.0,3,12,138,75.0,-1,0.0,0.0,dead_hard,never_solved,12:0/8;75:0/8;138:0/8
scrapy:9e0bfc4a3dc92ac7f0fc0aff6254374045733299,scrapy,24,0,0.0,3,12,138,75.0,-1,0.0,0.0,dead_hard,never_solved,12:0/8;75:0/8;138:0/8
scrapy:9f9a2292e08cb0944e1e88e64cef1f4b17486ec8,scrapy,24,0,0.0,3,25,151,88.0,-1,0.0,0.0,dead_hard,never_solved,25:0/8;88:0/8;151:0/8
scrapy:a1075b897965f5e7f03f9a8b7ccea3e339d1d32d,scrapy,8,0,0.0,1,71,71,71.0,-1,0.0,0.0,dead_hard,never_solved,71:0/8
scrapy:a1e8a8525d2312842c7e1cca8ba6e4e1a83084b7,scrapy,24,0,0.0,3,42,167,104.3,-1,0.0,0.0,dead_hard,never_solved,42:0/8;104:0/8;167:0/8
scrapy:a5da77d01dccbc91206d053396fb5b80e1a6b15b,scrapy,16,0,0.0,2,60,121,90.5,-1,0.0,0.0,dead_hard,never_solved,60:0/8;121:0/8
scrapy:ae8a0dc77cf7e2336e1395e8cc22a717e0e3d920,scrapy,16,0,0.0,2,11,136,73.5,-1,0.0,0.0,dead_hard,never_solved,11:0/8;136:0/8
scrapy:b081f18a2f232a1bfd04c829ae6894cac93a89a1,scrapy,16,0,0.0,2,61,123,92.0,-1,0.0,0.0,dead_hard,never_solved,61:0/8;123:0/8
scrapy:b51b52ff37c67daa9c1020b5f64668877b92d938,scrapy,24,0,0.0,3,53,179,115.3,-1,0.0,0.0,dead_hard,never_solved,53:0/8;114:0/8;179:0/8
scrapy:b6a023ce987a064b222b1aa2de03a50991f387fe,scrapy,24,0,0.0,3,44,169,106.3,-1,0.0,0.0,dead_hard,never_solved,44:0/8;106:0/8;169:0/8
scrapy:b6c761d2b4c9cafe94010075ebf39807921dec9c,scrapy,24,0,0.0,3,44,169,106.0,-1,0.0,0.0,dead_hard,never_solved,44:0/8;105:0/8;169:0/8
scrapy:bc1f5353ddd70288e8fd9b295f4b280a7e929cd4,scrapy,16,0,0.0,2,58,120,89.0,-1,0.0,0.0,dead_hard,never_solved,58:0/8;120:0/8
scrapy:bc200d1155e0f93f37897ac206aa32945daf89bd,scrapy,16,0,0.0,2,55,118,86.5,-1,0.0,0.0,dead_hard,never_solved,55:0/8;118:0/8
scrapy:bdb78b9aa51a8b7072235e71eb26fa65388501ba,scrapy,24,0,0.0,3,37,162,99.0,-1,0.0,0.0,dead_hard,never_solved,37:0/8;98:0/8;162:0/8
scrapy:bfcee452b0f90dc3c642604bb77cd37f22ac0af1,scrapy,8,0,0.0,1,4,4,4.0,-1,0.0,0.0,dead_hard,never_solved,4:0/8
scrapy:c05d24c571d0f808df19c5d58ebfaa9ae1932b90,scrapy,24,0,0.0,3,44,169,106.3,-1,0.0,0.0,dead_hard,never_solved,44:0/8;106:0/8;169:0/8
scrapy:c2a31974ffc06412a5ab8d87fe070c98cd9c856b,scrapy,24,0,0.0,3,18,144,81.0,-1,0.0,0.0,dead_hard,never_solved,18:0/8;81:0/8;144:0/8
scrapy:c347acbff6545c428aa2c965cd03f03db6bae1bf,scrapy,16,0,0.0,2,78,141,109.5,-1,0.0,0.0,dead_hard,never_solved,78:0/8;141:0/8
scrapy:c4f57608d60538079d12c2031201574c0f367a55,scrapy,16,0,0.0,2,11,136,73.5,-1,0.0,0.0,dead_hard,never_solved,11:0/8;136:0/8
scrapy:c81d120bde53cc57239750f2f79a0082fe909f47,scrapy,24,0,0.0,3,32,157,94.3,-1,0.0,0.0,dead_hard,never_solved,32:0/8;94:0/8;157:0/8
scrapy:c961438d5d9998344460d930ea502fae40553043,scrapy,24,0,0.0,3,27,153,89.7,-1,0.0,0.0,dead_hard,never_solved,27:0/8;89:0/8;153:0/8
scrapy:caf2080b8095acd11de6018911025076ead23585,scrapy,24,0,0.0,3,19,145,82.3,-1,0.0,0.0,dead_hard,never_solved,19:0/8;83:0/8;145:0/8
scrapy:cfed9b6659c90e0799361911b1d72ed127edf471,scrapy,24,0,0.0,3,52,178,114.7,-1,0.0,0.0,dead_hard,never_solved,52:0/8;114:0/8;178:0/8
scrapy:d164398a27736f75286cc435eca69b06ff7c1c06,scrapy,24,0,0.0,3,1,126,63.7,-1,0.0,0.0,dead_hard,never_solved,1:0/8;64:0/8;126:0/8
scrapy:d4872940dbb450fcd0fa688766af0aa6dfccc861,scrapy,24,0,0.0,3,46,171,108.0,-1,0.0,0.0,dead_hard,never_solved,46:0/8;107:0/8;171:0/8
scrapy:daf0f660d12a3c998e64a7690e67cdf846ae02f1,scrapy,24,0,0.0,3,22,148,85.0,-1,0.0,0.0,dead_hard,never_solved,22:0/8;85:0/8;148:0/8
scrapy:db408528928b2d15043593032913fe40d6eb6783,scrapy,16,0,0.0,2,8,133,70.5,-1,0.0,0.0,dead_hard,never_solved,8:0/8;133:0/8
scrapy:e1fa1fd8ad62cb8958d21d3a33648ed4de6af757,scrapy,24,0,0.0,3,9,135,72.3,-1,0.0,0.0,dead_hard,never_solved,9:0/8;73:0/8;135:0/8
scrapy:e42b846a9fc68a624e94052aac2ba44224b05cad,scrapy,24,0,0.0,3,54,180,116.7,-1,0.0,0.0,dead_hard,never_solved,54:0/8;116:0/8;180:0/8
scrapy:e57a629efc0846ed396247baf22d7846689b82e4,scrapy,24,0,0.0,3,35,160,97.0,-1,0.0,0.0,dead_hard,never_solved,35:0/8;96:0/8;160:0/8
scrapy:ecda69130e97629b15d3b09b1e588cb6777ee94d,scrapy,8,0,0.0,1,122,122,122.0,-1,0.0,0.0,dead_hard,never_solved,122:0/8
scrapy:f01fd076420f0e58a1a165be31ec505eeb561ef4,scrapy,8,0,0.0,1,62,62,62.0,-1,0.0,0.0,dead_hard,never_solved,62:0/8
scrapy:fe43411bc4d0164a0f0ecc596c23b59c99d31f17,scrapy,24,0,0.0,3,19,145,82.3,-1,0.0,0.0,dead_hard,never_solved,19:0/8;83:0/8;145:0/8
scrapy:571bf68d7d45524b8150f15776af85ed98258882,scrapy,24,1,0.0417,3,52,179,115.0,179,0.0,0.0625,hard,emerging_late,52:0/8;114:0/8;179:1/8
scrapy:5e5e44e91e67ee177cf305b01eaa875a3ceb9a21,scrapy,24,1,0.0417,3,20,146,83.0,20,0.125,0.0,hard,lost_late,20:1/8;83:0/8;146:0/8
scrapy:66cbceeb0a9104fc0fa238898e38d0d9ce9cbcf6,scrapy,24,1,0.0417,3,51,177,113.7,177,0.0,0.0625,hard,emerging_late,51:0/8;113:0/8;177:1/8
scrapy:75450e75d269b2a2b00b6303af1033df1f69cc67,scrapy,24,1,0.0417,3,24,151,87.3,151,0.0,0.0625,hard,emerging_late,24:0/8;87:0/8;151:1/8
scrapy:016c7e92d1d2893e7a8ce61c7f2e76818e71d019,scrapy,24,2,0.0833,3,51,178,114.0,51,0.125,0.0625,hard,steady,51:1/8;113:1/8;178:0/8
scrapy:5dc9a88c347db3497b03949938184ca339f4e9cb,scrapy,24,2,0.0833,3,15,140,77.7,15,0.125,0.0625,hard,steady,15:1/8;78:0/8;140:1/8
scrapy:bca374d65192e6347f847e0feeac5b8a2a84e710,scrapy,24,2,0.0833,3,37,162,99.0,37,0.125,0.0625,hard,steady,37:1/8;98:1/8;162:0/8
scrapy:0f2a5cdb8edb3d4d6ce542f13b5d7e5858905bae,scrapy,24,3,0.125,3,38,163,100.0,38,0.25,0.0625,hard,steady,38:2/8;99:1/8;163:0/8
scrapy:2dfdde3c79a5be468302a1e825cc5ad77444a8ac,scrapy,16,2,0.125,2,11,136,73.5,11,0.125,0.125,hard,steady,11:1/8;136:1/8
scrapy:3d4fe60e4780467fc682802e0de39e57578993ec,scrapy,24,3,0.125,3,38,163,100.0,99,0.0,0.1875,hard,steady,38:0/8;99:1/8;163:2/8
scrapy:5f0af906743e8a079cfb65ae8d232988bbac44b1,scrapy,8,1,0.125,1,56,56,56.0,56,0.125,0.125,hard,steady,56:1/8
scrapy:5ff64ad015aff872ffae78193b67525dd53ae80d,scrapy,24,3,0.125,3,42,167,104.0,42,0.25,0.0625,hard,steady,42:2/8;103:0/8;167:1/8
scrapy:7871acd66553dca4d787d2d6fbff174851a10acd,scrapy,16,2,0.125,2,49,175,112.0,175,0.0,0.25,hard,emerging_late,49:0/8;175:2/8
scrapy:99cddecd2812b142dc9d7fb05870745b6595896b,scrapy,24,3,0.125,3,6,131,69.0,6,0.125,0.125,hard,steady,6:1/8;70:0/8;131:2/8
scrapy:ecde166ee18935456bcf4c6fce89ab909bbffbaf,scrapy,8,1,0.125,1,8,8,8.0,8,0.125,0.125,hard,steady,8:1/8
scrapy:db714f5a07ff8f9a3c499beafe80a6b0fd332481,scrapy,24,4,0.1667,3,53,179,115.7,53,0.125,0.1875,hard,steady,53:1/8;115:1/8;179:2/8
scrapy:16dad81715d3970149c0cf7a318e73a0d84be1ff,scrapy,16,4,0.25,2,48,174,111.0,48,0.375,0.125,learnable,steady,48:3/8;174:1/8
scrapy:72e8cea8afb85f6704fcf6f5648b0a01f1abaab3,scrapy,16,4,0.25,2,12,137,74.5,12,0.125,0.375,learnable,steady,12:1/8;137:3/8
scrapy:773ea5a5ef76426dd91a8669542d2602082a5746,scrapy,24,6,0.25,3,35,160,97.3,35,0.25,0.25,learnable,steady,35:2/8;97:3/8;160:1/8
scrapy:77c055ee28a767b2c8222274cc7556ab9cc56edc,scrapy,16,4,0.25,2,61,122,91.5,61,0.125,0.375,learnable,steady,61:1/8;122:3/8
scrapy:b9b9422bb1025d00c5113994490ac71a162d775f,scrapy,24,6,0.25,3,16,142,79.0,16,0.125,0.3125,learnable,steady,16:1/8;79:0/8;142:5/8
scrapy:56fa9e2c1c1575f7b35ec724cb1608b07b8b548e,scrapy,24,7,0.2917,3,40,166,102.7,40,0.25,0.3125,learnable,steady,40:2/8;102:4/8;166:1/8
scrapy:5d91ea12d642503da95df43cf033eeeda3db1553,scrapy,24,7,0.2917,3,35,160,97.3,35,0.125,0.375,learnable,steady,35:1/8;97:5/8;160:1/8
scrapy:604ddf82fcd488965639a3e67d9b72bd72aa8a29,scrapy,24,7,0.2917,3,3,128,66.0,3,0.25,0.3125,learnable,steady,3:2/8;67:4/8;128:1/8
scrapy:5e6c49296791568ca020cd61f5c0043db9b9d420,scrapy,16,5,0.3125,2,55,117,86.0,55,0.375,0.25,learnable,steady,55:3/8;117:2/8
scrapy:8ec3b476b03d6b8424f6dfc556758392e7a5a61f,scrapy,16,5,0.3125,2,117,181,149.0,117,0.375,0.25,learnable,steady,117:3/8;181:2/8
scrapy:a8a6f050e71fbb7881076a8d6e2867e868d26016,scrapy,16,5,0.3125,2,8,133,70.5,8,0.25,0.375,learnable,steady,8:2/8;133:3/8
